,true_labels,predicted_labels
67908,6,6
87321,11,11
36332,1,1
119486,26,26
7565,0,0
110680,20,20
113544,22,0
56330,3,3
31091,0,0
86542,11,11
103089,17,17
105203,18,18
35759,1,1
17252,0,0
86913,11,11
35856,1,1
36040,1,1
60401,4,4
5885,0,0
70591,6,1
94507,14,14
118153,25,25
114435,22,22
92742,13,13
44726,1,1
15975,0,0
8663,0,0
24337,0,0
17810,0,0
53514,2,2
112190,21,21
97873,15,15
62476,4,4
53449,2,2
30277,0,0
14566,0,0
106152,18,18
16869,0,0
78080,8,8
98673,15,15
113120,21,21
48553,2,2
33214,1,4
106301,18,18
115488,23,23
85887,10,4
38519,1,1
38240,1,1
1747,0,0
33735,1,1
39874,1,1
43789,1,8
58339,3,3
78706,8,8
985,0,0
84819,10,15
59499,4,4
119129,25,25
12136,0,0
73961,7,7
13738,0,0
9887,0,0
3855,0,0
76100,8,8
77356,8,8
94140,13,13
50263,2,2
65269,5,5
97872,15,15
106648,18,18
30592,0,0
14854,0,0
14161,0,0
108185,19,19
7752,0,0
83893,10,7
75743,8,8
45826,1,1
43593,1,1
30953,0,0
17799,0,0
30490,0,0
9292,0,0
27227,0,0
82626,10,10
38853,1,1
100886,16,16
84434,10,10
123528,29,29
34254,1,2
48313,2,15
114893,22,22
80733,9,9
8942,0,0
52475,2,2
91496,12,12
27806,0,0
102812,17,17
62937,4,4
25567,0,0
29128,0,0
44748,1,1
123983,29,0
60674,4,4
118292,25,25
39503,1,1
47217,2,2
56679,3,3
55055,3,3
80682,9,9
23797,0,0
47713,2,4
114510,22,10
84459,10,10
57236,3,3
124896,30,30
33891,1,1
90628,12,12
103232,17,17
15531,0,0
45144,1,1
100823,16,16
14074,0,0
8160,0,0
96529,14,14
11145,0,0
83615,10,10
68501,6,0
65753,5,5
108949,19,19
116141,23,23
458,0,0
35458,1,1
99004,15,21
86683,11,11
99088,15,4
95912,14,14
96839,14,14
22079,0,0
11986,0,0
57160,3,2
49988,2,2
22922,0,0
43530,1,1
116009,23,18
51182,2,2
53957,3,3
72208,7,7
52789,2,2
83316,10,6
35766,1,1
30575,0,0
71073,6,0
15459,0,0
40716,1,1
16610,0,0
86595,11,11
19430,0,0
95805,14,14
91063,12,12
80466,9,9
13821,0,0
93633,13,13
91157,12,12
69380,6,6
119171,26,26
90267,12,0
65501,5,5
39294,1,1
74096,7,7
17729,0,0
109402,20,20
8991,0,0
34123,1,1
118439,25,25
107196,19,19
6694,0,0
10324,0,0
119782,26,0
120949,27,27
124329,30,30
2638,0,0
17703,0,0
99818,16,16
82493,9,9
119478,26,26
4265,0,0
90170,12,12
52574,2,2
113571,22,22
71287,7,7
118313,25,25
61066,4,4
18831,0,0
58374,3,0
107015,18,18
98624,15,15
123136,29,29
24023,0,0
1465,0,0
1054,0,0
32386,0,0
24808,0,0
25220,0,0
113918,22,22
99998,16,16
32008,0,0
66871,5,5
71237,7,7
6925,0,0
36947,1,1
121799,28,28
114102,22,22
100489,16,16
53742,3,3
6208,0,0
113717,22,22
45698,1,1
90505,12,12
68073,6,1
75988,8,8
96386,14,0
81152,9,9
56992,3,3
66398,5,5
111357,21,21
7277,0,0
55108,3,3
44675,1,1
26985,0,0
76460,8,8
48084,2,2
15798,0,0
37469,1,1
134,0,0
46820,1,1
10548,0,0
106608,18,18
88857,11,0
94946,14,14
86558,11,8
112389,21,21
26438,0,0
25031,0,0
111641,21,21
51895,2,2
35598,1,1
2180,0,0
23803,0,0
88885,11,11
39138,1,1
93470,13,13
113003,21,21
30520,0,0
122756,28,28
97585,15,15
9149,0,0
58640,3,3
59271,4,0
68158,6,6
13622,0,0
20133,0,0
59864,4,4
78823,8,8
29864,0,0
78338,8,8
83293,10,0
75599,8,8
11126,0,0
11471,0,0
33189,1,0
96337,14,14
96351,14,14
23994,0,0
24385,0,0
23126,0,0
67188,6,6
35396,1,1
106036,18,18
90029,12,12
100225,16,16
45547,1,1
124204,30,30
115991,23,23
119799,26,26
87539,11,11
64234,5,5
110542,20,20
29748,0,0
98716,15,15
64348,5,5
7442,0,0
10456,0,0
44298,1,1
63993,5,5
30958,0,0
41872,1,0
1165,0,0
11347,0,0
7026,0,0
36805,1,1
95646,14,14
5199,0,0
73408,7,7
18901,0,0
36465,1,1
3786,0,0
55767,3,3
120381,26,26
113393,21,21
117107,24,24
116338,23,4
42663,1,1
78453,8,8
51230,2,2
104193,17,17
57118,3,3
108487,19,19
108919,19,19
13430,0,0
70619,6,6
59771,4,4
114736,22,22
113058,21,21
121451,27,27
87322,11,11
83155,10,10
82954,10,10
32798,1,1
5982,0,0
117912,25,25
96202,14,0
60460,4,4
106304,18,18
30739,0,0
74695,7,7
57601,3,3
75044,8,8
4420,0,0
97730,15,15
70033,6,0
102961,17,17
43549,1,1
20073,0,0
62984,5,5
124507,30,0
104187,17,17
44611,1,1
123262,29,29
122689,28,28
88462,11,11
79137,9,9
104248,17,17
76461,8,8
9509,0,0
81416,9,9
36600,1,1
107491,19,9
49174,2,2
115564,23,23
22938,0,0
110077,20,20
63508,5,5
87501,11,11
124370,30,30
63200,5,5
88692,11,11
5904,0,0
31840,0,0
93389,13,13
10550,0,0
14934,0,0
63323,5,5
89219,12,12
60789,4,4
120960,27,27
54996,3,3
1322,0,0
95254,14,14
69775,6,6
56475,3,3
63186,5,5
102213,16,16
91259,12,12
110446,20,20
31294,0,0
78122,8,8
79117,9,9
64688,5,5
56708,3,3
68492,6,6
60318,4,0
112445,21,21
57884,3,3
96145,14,14
77019,8,8
20632,0,0
41996,1,1
103714,17,17
16168,0,0
69039,6,6
16286,0,0
10993,0,0
91333,12,0
28863,0,0
108785,19,19
122991,29,29
93030,13,0
97070,15,15
83116,10,10
12752,0,0
96796,14,14
66819,5,5
86611,11,11
90079,12,12
92939,13,13
102340,17,17
109986,20,20
2349,0,0
85121,10,10
106155,18,18
27991,0,0
11833,0,0
78056,8,8
101076,16,16
111994,21,21
41097,1,1
18662,0,0
93987,13,13
115162,23,23
89731,12,12
40400,1,1
9731,0,0
43119,1,1
110443,20,20
2876,0,0
108846,19,19
61103,4,4
9555,0,0
26524,0,0
105871,18,18
122086,28,28
50598,2,2
16517,0,0
14543,0,0
118560,25,25
79565,9,9
97084,15,15
105242,18,18
78576,8,8
46708,1,1
93953,13,13
7756,0,0
113567,22,22
25324,0,0
38939,1,0
58222,3,3
46383,1,1
115868,23,23
93843,13,13
81216,9,9
70216,6,12
80927,9,9
62139,4,4
38777,1,1
26389,0,0
54192,3,3
54031,3,3
47256,2,2
6735,0,0
12106,0,0
53310,2,2
92029,13,13
104072,17,10
19111,0,0
51682,2,2
63049,5,5
105241,18,18
37406,1,1
98807,15,15
94729,14,14
66497,5,5
27804,0,0
29857,0,0
16044,0,0
28644,0,0
110841,20,2
118833,25,25
44559,1,1
106897,18,18
111226,20,20
31200,0,2
17219,0,0
50542,2,2
113928,22,22
13904,0,0
45526,1,1
68927,6,6
46879,1,6
32789,1,1
119967,26,26
13529,0,0
99585,15,15
55527,3,3
100541,16,16
102451,17,0
24492,0,0
41318,1,1
84352,10,10
104507,17,17
5266,0,0
96309,14,14
38895,1,1
87894,11,11
65356,5,5
112294,21,21
64328,5,5
54561,3,3
47478,2,2
114263,22,22
58681,3,3
61374,4,4
121078,27,27
113532,22,22
102744,17,17
45639,1,1
69862,6,12
36521,1,1
108249,19,19
106185,18,18
10462,0,0
21107,0,0
34891,1,1
38845,1,1
115763,23,23
47360,2,2
61060,4,4
7028,0,0
81290,9,9
57494,3,3
89738,12,12
71636,7,7
121217,27,27
61054,4,4
14872,0,0
70877,6,6
38716,1,1
123654,29,0
71957,7,7
105521,18,18
108818,19,1
48633,2,2
123562,29,1
673,0,0
73322,7,7
85586,10,3
78574,8,24
19410,0,9
86757,11,11
12432,0,0
107122,19,19
21475,0,0
46826,1,1
27466,0,0
72806,7,7
115049,23,23
70337,6,6
72251,7,7
74133,7,7
30570,0,0
82699,10,10
114448,22,22
31671,0,0
23870,0,17
4354,0,0
17190,0,12
58657,3,3
77048,8,8
77036,8,8
73449,7,7
71754,7,7
87990,11,11
119107,25,25
94167,13,13
97299,15,15
12558,0,0
62091,4,4
88188,11,11
124172,30,30
12883,0,0
25573,0,0
52324,2,1
81593,9,3
10433,0,0
41857,1,1
6664,0,0
1202,0,0
119618,26,26
58231,3,3
81236,9,9
50996,2,2
43557,1,1
110682,20,20
21538,0,2
97424,15,15
62317,4,0
82820,10,10
37400,1,1
120990,27,27
96704,14,14
62194,4,4
124492,30,30
73336,7,7
104939,18,18
12908,0,0
13602,0,0
74773,7,7
74618,7,7
34800,1,7
99427,15,15
19260,0,0
104682,17,17
79313,9,9
61931,4,4
124596,30,30
122959,29,29
83083,10,2
105704,18,18
75580,8,8
30219,0,0
49952,2,2
64193,5,5
355,0,0
5093,0,0
61853,4,4
30554,0,0
94308,13,13
40861,1,1
117383,24,24
71285,7,7
3354,0,27
95801,14,14
74719,7,7
68586,6,6
105942,18,18
46912,1,1
26306,0,0
89072,12,12
106,0,0
32856,1,0
99678,16,0
112364,21,21
50900,2,2
20584,0,0
84399,10,2
44794,1,1
15253,0,0
99722,16,16
3623,0,0
86347,11,11
69450,6,1
37328,1,1
11053,0,0
121951,28,28
7666,0,0
22471,0,0
66276,5,5
74179,7,7
83553,10,10
94041,13,13
26388,0,0
26480,0,6
101270,16,16
105923,18,18
107643,19,19
89013,12,12
93454,13,13
80407,9,9
75579,8,8
95725,14,24
43573,1,1
110293,20,20
35471,1,1
88977,12,12
119927,26,26
57709,3,3
101418,16,16
28614,0,0
114989,23,23
98049,15,15
26546,0,0
9170,0,0
19509,0,0
64049,5,5
117679,24,24
76636,8,1
91929,13,13
80451,9,9
58808,4,4
99840,16,16
103341,17,17
121521,27,27
116514,24,4
98103,15,2
4541,0,0
98768,15,15
102182,16,16
58872,4,4
53556,2,1
25752,0,0
5124,0,0
98292,15,4
67851,6,6
94372,13,13
114304,22,22
46643,1,1
59363,4,4
102724,17,17
39704,1,1
1974,0,0
87107,11,11
8844,0,0
96747,14,14
88951,12,12
71644,7,7
66990,5,5
85750,10,10
111554,21,21
17735,0,0
60479,4,4
66147,5,5
120530,27,27
879,0,0
11342,0,11
122617,28,28
5718,0,0
88569,11,11
27327,0,0
68944,6,6
62056,4,4
45082,1,1
54369,3,3
115958,23,23
76078,8,8
9502,0,0
48219,2,2
75814,8,8
62966,5,5
59994,4,4
59506,4,4
6104,0,0
2851,0,0
58082,3,3
36743,1,1
115939,23,23
49195,2,1
19490,0,0
50968,2,2
16349,0,0
57634,3,3
68526,6,6
25590,0,0
108934,19,19
76829,8,1
72215,7,7
9724,0,0
28719,0,0
32044,0,0
59444,4,4
122387,28,28
21744,0,0
112526,21,21
32971,1,1
95642,14,14
33294,1,1
21700,0,2
91912,13,13
60825,4,4
77537,8,3
62117,4,4
17541,0,0
15143,0,0
52458,2,2
107391,19,19
33305,1,1
17549,0,17
114697,22,22
113124,21,21
105901,18,18
5619,0,0
29845,0,0
4053,0,0
65304,5,5
67543,6,6
99715,16,0
19085,0,0
114265,22,22
102137,16,16
8939,0,0
68937,6,6
67257,6,6
80010,9,9
106188,18,18
12338,0,0
30797,0,0
109753,20,20
13040,0,0
72891,7,7
109007,19,19
113375,21,21
55874,3,3
22124,0,0
135,0,0
119544,26,26
109757,20,20
100367,16,16
74407,7,7
54934,3,3
115659,23,23
95098,14,14
46590,1,1
58154,3,3
40261,1,1
42304,1,1
71648,7,7
1248,0,0
25405,0,0
60431,4,4
13721,0,0
31681,0,0
27185,0,0
20424,0,0
103137,17,17
18911,0,0
40845,1,1
106348,18,18
101729,16,0
35096,1,1
69534,6,1
54370,3,3
39478,1,1
24812,0,22
28697,0,0
17566,0,0
3254,0,0
87070,11,11
80175,9,9
65600,5,5
53553,2,2
69989,6,6
19209,0,0
87677,11,11
116078,23,23
102503,17,17
24605,0,0
86456,11,11
25374,0,0
70761,6,0
117459,24,24
76652,8,0
66322,5,5
57382,3,3
37023,1,1
101231,16,16
24933,0,0
43592,1,1
104257,17,17
97715,15,15
74600,7,7
11605,0,0
16605,0,0
37576,1,1
31505,0,0
58000,3,3
81086,9,20
52411,2,2
117502,24,24
68848,6,20
2449,0,0
19141,0,0
66308,5,5
43181,1,1
91436,12,12
53139,2,2
107396,19,19
19649,0,0
92847,13,13
34453,1,1
53507,2,2
113334,21,21
13693,0,0
54509,3,3
104727,17,17
1008,0,0
112608,21,21
37653,1,1
63018,5,5
69091,6,0
124118,30,30
23495,0,0
34475,1,1
40778,1,1
56407,3,3
123849,29,29
81843,9,9
84174,10,10
67022,5,5
96170,14,14
102668,17,17
69993,6,6
111708,21,21
121800,28,28
16002,0,0
103395,17,17
63854,5,5
17953,0,0
52544,2,2
99679,16,16
51788,2,2
122081,28,28
95016,14,14
114746,22,22
46093,1,1
109961,20,20
100170,16,16
86082,11,11
112084,21,21
79981,9,0
22653,0,0
75912,8,8
57311,3,3
106454,18,18
112377,21,21
80949,9,9
20427,0,0
44916,1,1
92069,13,13
64886,5,5
109475,20,20
3166,0,4
12293,0,0
87704,11,11
54103,3,3
64698,5,5
2533,0,0
95663,14,14
69805,6,6
15695,0,0
7372,0,0
88555,11,11
31193,0,0
44982,1,1
105811,18,18
117496,24,24
84613,10,4
26251,0,0
80269,9,9
90702,12,12
65023,5,5
85315,10,10
4175,0,0
99761,16,16
28096,0,0
11375,0,0
52405,2,2
7889,0,0
97523,15,10
19529,0,0
116463,24,14
123282,29,29
47272,2,2
63017,5,5
10463,0,0
26609,0,0
75518,8,8
29245,0,0
13575,0,0
60439,4,2
2418,0,0
76358,8,8
53579,2,2
42700,1,1
53594,2,2
15844,0,0
90655,12,12
119354,26,26
120031,26,26
86186,11,11
86007,10,10
74645,7,1
50242,2,2
76885,8,8
70175,6,18
73985,7,7
53876,3,3
24139,0,3
24239,0,0
6598,0,0
41439,1,1
89924,12,12
61878,4,4
80033,9,9
63431,5,5
107689,19,19
63204,5,5
73007,7,7
116945,24,24
16958,0,0
113801,22,22
63837,5,5
74086,7,7
82285,9,9
109985,20,20
89625,12,12
111589,21,21
120220,26,26
34944,1,1
118717,25,25
52423,2,2
32584,0,0
15399,0,0
123836,29,29
76802,8,8
112808,21,21
108286,19,19
120119,26,26
95986,14,14
119530,26,26
106394,18,18
82129,9,9
5040,0,0
95147,14,14
92707,13,13
31383,0,0
12257,0,0
44465,1,1
10029,0,0
122918,29,0
45501,1,1
21454,0,0
29006,0,0
26637,0,0
113981,22,22
108780,19,9
54184,3,3
45782,1,1
95313,14,14
115559,23,20
81691,9,9
110396,20,20
31729,0,0
65360,5,5
83158,10,10
16028,0,0
45007,1,1
104459,17,17
19174,0,0
94480,14,0
83811,10,10
21743,0,0
104427,17,17
22898,0,0
76079,8,8
22261,0,0
104789,18,18
96654,14,14
118344,25,25
74508,7,7
1121,0,0
124455,30,30
42838,1,1
21421,0,0
6914,0,0
94603,14,14
16369,0,4
7276,0,0
71756,7,7
121179,27,27
71777,7,0
39480,1,1
2233,0,0
42206,1,1
37032,1,1
94917,14,14
50591,2,2
41085,1,1
75380,8,0
89580,12,12
64715,5,5
58868,4,4
36627,1,1
74498,7,7
93871,13,13
64606,5,5
112531,21,21
24971,0,0
68339,6,6
54038,3,3
32038,0,0
3414,0,0
85321,10,10
123838,29,29
73430,7,7
3393,0,0
30637,0,0
97726,15,2
56070,3,3
8569,0,0
13809,0,0
109261,20,20
42726,1,1
107865,19,19
60253,4,4
19524,0,0
4496,0,0
105265,18,18
36762,1,1
111105,20,20
41339,1,1
102249,17,17
55582,3,3
112704,21,21
31591,0,0
92042,13,13
86606,11,11
92295,13,13
10340,0,0
113377,21,21
111506,21,21
45442,1,1
9419,0,0
76585,8,8
121249,27,27
42361,1,1
79060,9,9
111689,21,21
66244,5,5
119045,25,15
16187,0,0
70738,6,6
7545,0,0
36922,1,9
85480,10,0
100824,16,9
23211,0,0
34779,1,1
105984,18,18
10902,0,0
121230,27,27
17715,0,0
108506,19,11
81503,9,9
3716,0,0
57549,3,3
12599,0,0
124281,30,30
112861,21,21
78571,8,1
82091,9,9
120123,26,26
19949,0,0
28052,0,14
6724,0,0
8093,0,0
8115,0,12
68801,6,6
82023,9,9
72098,7,7
82253,9,9
123987,30,30
29950,0,0
101615,16,16
107659,19,11
17901,0,0
18533,0,0
41856,1,0
113448,21,21
93133,13,13
79685,9,9
58756,4,4
33495,1,1
61500,4,4
73044,7,7
43247,1,1
92512,13,13
115176,23,23
124402,30,30
65397,5,5
15934,0,0
51249,2,2
102862,17,17
32092,0,0
89445,12,12
29465,0,0
32055,0,0
108467,19,19
50688,2,2
43429,1,1
35604,1,1
58021,3,3
116154,23,23
58145,3,3
106596,18,18
107142,19,19
51297,2,2
54954,3,3
70568,6,6
117543,24,24
64472,5,5
121058,27,27
18629,0,0
10597,0,0
55185,3,3
39739,1,1
51776,2,2
16180,0,0
112988,21,21
61195,4,4
124584,30,30
47088,2,2
116227,23,23
40107,1,1
69475,6,6
90924,12,12
2289,0,0
54992,3,3
51437,2,2
95675,14,14
35414,1,1
25228,0,0
64725,5,5
117522,24,24
104411,17,17
63987,5,5
108037,19,19
102675,17,17
41680,1,1
104422,17,17
8134,0,0
16355,0,0
8633,0,0
105822,18,18
93765,13,13
26322,0,0
85073,10,10
78185,8,8
22775,0,0
32533,0,0
63839,5,5
44145,1,1
45365,1,1
33151,1,1
61721,4,4
39144,1,1
121405,27,27
72030,7,7
84221,10,10
91311,12,1
68103,6,6
66292,5,5
35905,1,1
97588,15,15
61532,4,4
11838,0,0
102048,16,16
85356,10,10
50270,2,2
64097,5,5
62717,4,4
51995,2,2
117556,24,24
15243,0,0
107032,18,18
29267,0,0
44798,1,1
94608,14,14
66742,5,5
121900,28,28
44025,1,1
115637,23,23
73772,7,7
50689,2,2
27699,0,0
95562,14,24
40393,1,1
40661,1,1
97172,15,2
37369,1,1
69641,6,6
1012,0,0
33181,1,1
124519,30,30
55093,3,3
76710,8,8
115342,23,23
26822,0,0
39327,1,1
76130,8,8
118273,25,25
56978,3,2
72671,7,7
94983,14,14
98761,15,15
68210,6,6
111777,21,21
6945,0,0
82648,10,10
114608,22,22
110608,20,20
18425,0,0
108890,19,19
113485,22,22
114809,22,22
93904,13,13
54640,3,0
14067,0,0
25296,0,0
58062,3,3
123680,29,29
92367,13,13
87516,11,13
54266,3,3
6478,0,0
119801,26,26
48140,2,2
94526,14,14
42300,1,1
24263,0,0
108893,19,19
25208,0,0
108197,19,19
65825,5,5
77861,8,8
52373,2,2
58358,3,3
14215,0,0
45465,1,1
78016,8,8
114030,22,22
26027,0,0
65720,5,5
72139,7,7
107547,19,9
18035,0,0
46269,1,1
19468,0,8
29365,0,0
85355,10,10
80970,9,9
66695,5,5
122811,28,28
60322,4,4
12474,0,0
80417,9,9
57105,3,3
41325,1,1
76937,8,8
108455,19,19
57658,3,3
16561,0,0
20274,0,0
40898,1,1
25447,0,0
112332,21,21
106604,18,18
42308,1,1
44873,1,1
72668,7,7
44240,1,1
74293,7,7
53022,2,2
102108,16,16
28137,0,0
42268,1,1
109829,20,20
104027,17,17
16111,0,0
53317,2,2
67962,6,6
96639,14,14
41109,1,1
24953,0,0
118827,25,25
70517,6,6
5907,0,0
102060,16,0
115511,23,23
35192,1,1
18122,0,3
62300,4,4
17774,0,0
64845,5,5
88186,11,11
109327,20,20
36590,1,1
93478,13,1
84865,10,10
64507,5,5
20670,0,0
28292,0,6
4205,0,0
81436,9,9
35826,1,1
106119,18,18
2238,0,0
28817,0,0
40369,1,1
31179,0,0
106674,18,18
44691,1,1
111685,21,21
12077,0,0
50001,2,2
116111,23,4
119713,26,26
101297,16,16
105082,18,18
46208,1,1
14427,0,0
13579,0,0
48335,2,2
98494,15,15
99947,16,16
48173,2,2
85743,10,1
62675,4,4
30983,0,0
74429,7,7
40260,1,1
82042,9,9
55626,3,3
83758,10,10
31650,0,0
25974,0,0
7125,0,0
66441,5,0
51311,2,2
72515,7,7
124704,30,30
62337,4,0
67141,6,6
31865,0,0
3304,0,0
481,0,0
72546,7,7
108466,19,21
112253,21,21
77100,8,8
82110,9,9
39544,1,1
95069,14,14
96874,14,13
45112,1,1
61502,4,4
5764,0,0
76362,8,8
27784,0,0
104492,17,17
6835,0,0
31272,0,0
117778,25,25
72407,7,7
107821,19,19
70918,6,6
24699,0,0
6096,0,0
11373,0,0
24333,0,0
113806,22,22
55996,3,3
76332,8,0
17694,0,0
7836,0,0
57927,3,3
114686,22,22
43417,1,1
55336,3,3
39573,1,1
88210,11,11
81522,9,9
23286,0,0
21325,0,0
52477,2,2
26146,0,0
74406,7,7
7294,0,0
122641,28,28
52766,2,2
113916,22,22
21372,0,0
7727,0,0
54305,3,3
88434,11,11
109354,20,20
23718,0,0
121167,27,27
12773,0,0
95902,14,14
7777,0,0
10706,0,0
578,0,9
54385,3,3
59537,4,4
93551,13,13
102258,17,17
63596,5,5
11407,0,0
14499,0,1
78327,8,8
8138,0,0
123073,29,29
79899,9,9
70693,6,6
63558,5,5
119338,26,26
45068,1,1
93701,13,13
50512,2,2
62145,4,4
68668,6,1
8051,0,0
71170,7,7
83519,10,10
28045,0,0
37147,1,1
80231,9,9
21461,0,0
12095,0,0
66117,5,5
19550,0,0
58289,3,3
95677,14,14
77724,8,8
935,0,0
61617,4,4
21375,0,0
65541,5,5
81630,9,9
54188,3,3
102012,16,16
115995,23,23
76379,8,8
84350,10,10
85556,10,10
71316,7,7
462,0,0
93099,13,13
30320,0,0
84591,10,10
53122,2,2
53862,3,3
2780,0,0
5770,0,0
40418,1,1
32778,1,8
54084,3,3
65111,5,5
108606,19,19
14343,0,0
61560,4,4
100889,16,16
857,0,0
80723,9,9
91874,13,13
106207,18,18
93932,13,13
59934,4,4
32320,0,0
55844,3,3
45438,1,1
88976,12,12
85162,10,10
66848,5,5
59605,4,4
67347,6,6
99636,15,15
107038,19,19
107927,19,7
58658,3,3
63833,5,5
10684,0,0
73253,7,7
60602,4,4
53958,3,3
119602,26,26
54014,3,3
84034,10,10
14607,0,0
89406,12,12
88764,11,11
51963,2,2
33078,1,0
43545,1,1
51621,2,2
96910,14,14
34043,1,1
4372,0,0
77471,8,8
10554,0,0
73542,7,7
116555,24,24
67814,6,6
20364,0,0
43830,1,1
110149,20,20
5046,0,0
74994,7,7
71365,7,7
12179,0,0
12049,0,0
60214,4,2
101841,16,16
74022,7,7
86866,11,11
122378,28,28
24925,0,0
73547,7,7
89518,12,12
106659,18,18
21981,0,8
52407,2,2
110479,20,20
97811,15,15
16376,0,0
121329,27,27
18734,0,0
21632,0,0
21192,0,0
36891,1,0
91754,13,13
53962,3,3
106445,18,18
88153,11,11
97737,15,0
41447,1,1
2262,0,0
34923,1,1
468,0,0
39969,1,1
50824,2,2
120844,27,27
5447,0,0
59135,4,4
29112,0,0
116260,23,23
81747,9,9
27221,0,0
42601,1,1
69291,6,6
99637,15,15
26816,0,0
47916,2,2
27852,0,0
612,0,0
107189,19,19
34399,1,1
24462,0,0
102186,16,16
57073,3,3
26473,0,0
118642,25,25
95906,14,14
45789,1,1
55530,3,3
40826,1,1
2311,0,0
60954,4,2
27162,0,0
49385,2,2
57409,3,3
70699,6,6
73845,7,1
102073,16,16
53304,2,2
116542,24,24
60960,4,4
122634,28,28
88933,11,11
22569,0,0
73407,7,7
59830,4,4
115850,23,23
16510,0,0
30069,0,0
86216,11,11
124003,30,30
88798,11,11
116887,24,24
54634,3,1
96087,14,14
72850,7,7
71645,7,2
100938,16,16
92256,13,13
68805,6,6
100986,16,16
119317,26,22
61848,4,8
103647,17,17
84870,10,1
98390,15,15
15601,0,0
80718,9,9
16252,0,0
19315,0,0
105091,18,18
102749,17,17
1632,0,0
33888,1,1
60409,4,4
122422,28,0
61421,4,4
11636,0,0
62686,4,4
97535,15,15
87344,11,11
65952,5,5
22142,0,0
113007,21,21
67988,6,6
50797,2,2
379,0,0
42035,1,1
109124,19,19
101178,16,1
88459,11,11
102721,17,17
45597,1,0
109073,19,19
56429,3,3
111548,21,21
82964,10,10
103397,17,17
64343,5,5
87065,11,11
120144,26,26
51449,2,2
104009,17,17
77153,8,8
85052,10,10
51889,2,2
2178,0,0
5759,0,0
1572,0,0
61315,4,4
98182,15,15
59554,4,4
76442,8,0
109867,20,20
72664,7,7
70549,6,6
12184,0,0
18553,0,0
92860,13,13
105417,18,18
54481,3,3
5276,0,0
77220,8,8
61556,4,4
73787,7,7
8457,0,0
32540,0,0
17518,0,0
2721,0,0
91646,12,12
3231,0,0
10262,0,0
114313,22,22
28227,0,0
80387,9,9
39340,1,1
10374,0,0
59632,4,4
23168,0,0
68217,6,6
87690,11,11
24135,0,0
26337,0,0
29253,0,0
107326,19,19
22527,0,0
68528,6,6
73515,7,7
36414,1,1
113863,22,22
71314,7,7
12694,0,0
79745,9,9
38876,1,1
109014,19,19
53733,3,3
123503,29,29
93797,13,13
87055,11,11
36458,1,1
46284,1,1
110209,20,20
24908,0,0
11540,0,0
88182,11,11
3403,0,0
11216,0,0
16276,0,0
15777,0,0
105346,18,18
39803,1,1
86049,11,11
71110,7,7
112621,21,21
7478,0,0
87466,11,11
105052,18,18
68955,6,6
59037,4,4
70735,6,6
110559,20,20
81900,9,0
8442,0,0
81668,9,9
111682,21,21
45150,1,1
98906,15,15
75041,8,8
18771,0,0
48116,2,0
48396,2,2
123401,29,29
110171,20,20
12298,0,0
108290,19,19
101119,16,16
90538,12,12
36202,1,1
40479,1,1
23493,0,0
72371,7,7
12944,0,0
79809,9,9
74113,7,7
70796,6,6
77005,8,8
23662,0,0
74506,7,7
75555,8,7
55453,3,3
33693,1,1
62207,4,4
57627,3,3
105307,18,18
35684,1,1
112978,21,21
113540,22,22
86380,11,11
34966,1,1
13482,0,0
1580,0,0
31907,0,0
116782,24,24
57362,3,3
93654,13,13
67242,6,6
99297,15,15
95436,14,14
29343,0,11
67591,6,6
67070,5,5
39108,1,1
118441,25,25
105411,18,18
61903,4,4
17454,0,0
99968,16,16
73552,7,7
54874,3,3
28978,0,0
62568,4,4
120807,27,27
42868,1,1
72272,7,7
75549,8,8
26224,0,0
32932,1,1
57097,3,3
95754,14,14
15368,0,0
62602,4,4
57348,3,3
106401,18,18
55231,3,0
64128,5,5
105000,18,18
39166,1,1
60536,4,4
121619,27,27
78809,8,6
49599,2,2
52279,2,2
116056,23,23
58386,3,3
108698,19,19
27593,0,0
34220,1,1
58586,3,3
17277,0,0
60882,4,4
49638,2,2
124689,30,30
86659,11,11
95205,14,14
32830,1,1
76175,8,8
96935,14,14
71665,7,7
17832,0,0
106851,18,18
53575,2,2
97168,15,15
25027,0,0
11792,0,0
65906,5,5
1317,0,0
98289,15,0
87405,11,11
110353,20,20
117213,24,24
88072,11,0
40011,1,1
122071,28,28
61180,4,4
2098,0,0
50429,2,2
57817,3,2
115339,23,23
109885,20,20
103192,17,17
113081,21,21
101954,16,16
75202,8,8
110868,20,20
112195,21,21
122786,28,28
91934,13,13
92126,13,13
17526,0,0
110299,20,20
8570,0,0
70335,6,6
41513,1,1
53852,3,3
4128,0,0
103855,17,9
118337,25,25
105018,18,1
124011,30,30
109078,19,19
98313,15,15
13954,0,0
114098,22,22
111816,21,21
118945,25,25
23928,0,0
87912,11,11
34428,1,1
117005,24,24
18875,0,0
34034,1,1
90419,12,0
105282,18,18
11587,0,0
95942,14,14
99296,15,15
120755,27,27
15132,0,0
84557,10,10
59706,4,4
35360,1,1
40051,1,1
120570,27,27
105592,18,18
64667,5,1
71732,7,7
86277,11,11
77041,8,1
2441,0,0
65815,5,5
123984,29,29
84753,10,10
19443,0,0
79765,9,9
86788,11,11
36689,1,1
116687,24,24
84022,10,10
78472,8,8
37809,1,1
18967,0,0
112463,21,21
16503,0,0
75030,7,7
94629,14,14
